,Future Connection
"(421, 687)",0.0
"(674, 940)",0.0
"(585, 834)",0.0
"(600, 630)",0.0
"(367, 846)",0.0
"(31, 764)",0.0
"(539, 562)",0.0
"(259, 541)",0.0
"(4, 38)",0.0
"(312, 787)",0.0
"(255, 354)",0.0
"(153, 298)",0.0
"(604, 859)",0.0
"(18, 671)",0.0
"(231, 630)",0.0
"(294, 865)",0.0
"(408, 546)",1.0
"(64, 622)",0.0
"(108, 318)",0.0
"(69, 850)",0.0
"(258, 502)",0.0
"(348, 916)",0.0
"(266, 271)",0.0
"(214, 982)",0.0
"(39, 812)",0.0
"(899, 911)",0.0
"(51, 941)",0.0
"(294, 428)",0.0
"(401, 720)",0.0
"(360, 565)",1.0
"(305, 972)",0.0
"(271, 970)",0.0
"(100, 533)",1.0
"(325, 709)",0.0
"(323, 680)",0.0
"(276, 466)",0.0
"(285, 651)",0.0
"(16, 125)",0.0
"(220, 855)",0.0
"(379, 549)",0.0
"(311, 971)",0.0
"(758, 988)",0.0
"(72, 134)",0.0
"(657, 869)",0.0
"(107, 892)",1.0
"(140, 622)",0.0
"(77, 156)",0.0
"(524, 837)",0.0
"(187, 337)",0.0
"(352, 819)",0.0
"(31, 316)",0.0
"(181, 920)",0.0
"(39, 186)",0.0
"(236, 506)",1.0
"(332, 896)",0.0
"(610, 817)",0.0
"(412, 856)",0.0
"(221, 958)",0.0
"(856, 964)",0.0
"(30, 733)",0.0
"(283, 500)",0.0
"(196, 456)",0.0
"(32, 966)",0.0
"(390, 441)",0.0
"(300, 841)",0.0
"(37, 147)",0.0
"(507, 959)",0.0
"(545, 603)",0.0
"(263, 604)",0.0
"(226, 869)",0.0
"(419, 512)",0.0
"(181, 366)",0.0
"(178, 267)",0.0
"(92, 791)",0.0
"(106, 457)",0.0
"(815, 913)",0.0
"(287, 656)",0.0
"(726, 844)",0.0
"(320, 678)",0.0
"(177, 956)",0.0
"(366, 971)",1.0
"(353, 498)",1.0
"(91, 274)",0.0
"(444, 799)",0.0
"(77, 491)",0.0
"(215, 570)",0.0
"(407, 781)",0.0
"(1, 842)",0.0
"(387, 491)",0.0
"(569, 910)",0.0
"(165, 255)",1.0
"(457, 837)",0.0
"(594, 629)",0.0
"(307, 881)",0.0
"(75, 942)",0.0
"(515, 975)",0.0
"(427, 563)",0.0
"(580, 949)",0.0
"(133, 561)",0.0
"(236, 525)",0.0
"(297, 450)",0.0
"(236, 413)",0.0
"(414, 759)",0.0
"(441, 681)",0.0
"(516, 880)",0.0
"(128, 865)",0.0
"(400, 757)",0.0
"(506, 978)",0.0
"(89, 723)",0.0
"(206, 814)",0.0
"(197, 993)",1.0
"(640, 759)",0.0
"(40, 567)",0.0
"(80, 644)",0.0
"(231, 872)",0.0
"(63, 493)",1.0
"(74, 638)",0.0
"(410, 893)",0.0
"(648, 744)",0.0
"(892, 904)",0.0
"(386, 550)",0.0
"(243, 726)",0.0
"(207, 911)",0.0
"(8, 930)",0.0
"(181, 408)",0.0
"(317, 792)",0.0
"(435, 827)",0.0
"(558, 595)",0.0
"(852, 892)",0.0
"(341, 506)",0.0
"(517, 947)",0.0
"(277, 888)",0.0
"(390, 776)",0.0
"(63, 367)",1.0
"(107, 727)",0.0
"(194, 315)",0.0
"(171, 927)",0.0
"(360, 582)",0.0
"(49, 789)",0.0
"(72, 219)",0.0
"(250, 598)",0.0
"(103, 785)",0.0
"(228, 344)",0.0
"(198, 771)",0.0
"(730, 950)",0.0
"(909, 973)",0.0
"(674, 925)",0.0
"(104, 215)",0.0
"(753, 764)",0.0
"(40, 342)",0.0
"(155, 704)",0.0
"(107, 720)",0.0
"(114, 713)",0.0
"(192, 501)",0.0
"(116, 360)",0.0
"(732, 752)",0.0
"(7, 210)",0.0
"(605, 998)",0.0
"(598, 909)",0.0
"(80, 796)",0.0
"(456, 970)",0.0
"(250, 284)",1.0
"(299, 992)",0.0
"(558, 653)",0.0
"(44, 842)",0.0
"(19, 113)",0.0
"(163, 334)",0.0
"(752, 866)",0.0
"(469, 533)",0.0
"(880, 969)",0.0
"(356, 439)",0.0
"(146, 164)",0.0
"(323, 496)",0.0
"(485, 639)",1.0
"(218, 324)",0.0
"(649, 764)",0.0
"(305, 533)",0.0
"(249, 935)",0.0
"(230, 443)",0.0
"(151, 447)",0.0
"(743, 913)",0.0
"(418, 783)",0.0
"(543, 676)",0.0
"(398, 720)",0.0
"(129, 305)",1.0
"(7, 965)",0.0
"(437, 791)",0.0
"(299, 972)",0.0
"(27, 402)",0.0
"(693, 740)",0.0
"(71, 795)",0.0
"(77, 299)",0.0
"(251, 387)",0.0
"(55, 176)",0.0
"(571, 802)",0.0
"(649, 747)",0.0
"(724, 984)",0.0
"(60, 598)",0.0
"(82, 858)",0.0
"(426, 989)",0.0
"(771, 932)",0.0
"(173, 852)",0.0
"(371, 688)",0.0
"(124, 590)",0.0
"(538, 821)",0.0
"(466, 699)",1.0
"(479, 698)",0.0
"(368, 797)",0.0
"(646, 735)",0.0
"(201, 774)",0.0
"(142, 372)",1.0
"(790, 945)",0.0
"(668, 819)",0.0
"(48, 921)",0.0
"(287, 1001)",0.0
"(373, 995)",0.0
"(75, 385)",0.0
"(68, 597)",0.0
"(210, 701)",0.0
"(516, 612)",0.0
"(223, 646)",0.0
"(192, 522)",0.0
"(13, 332)",0.0
"(312, 837)",0.0
"(38, 929)",0.0
"(685, 693)",0.0
"(94, 170)",0.0
"(111, 471)",0.0
"(698, 1002)",0.0
"(454, 650)",0.0
"(486, 592)",0.0
"(272, 724)",0.0
"(441, 970)",0.0
"(118, 866)",0.0
"(62, 625)",0.0
"(218, 332)",0.0
"(98, 281)",0.0
"(281, 309)",0.0
"(632, 927)",0.0
"(159, 615)",0.0
"(459, 472)",0.0
"(494, 804)",0.0
"(478, 937)",0.0
"(27, 760)",0.0
"(508, 960)",0.0
"(222, 691)",0.0
"(496, 625)",0.0
"(763, 978)",0.0
"(153, 747)",1.0
"(222, 328)",0.0
"(278, 666)",0.0
"(327, 441)",0.0
"(4, 84)",1.0
"(620, 740)",0.0
"(100, 385)",0.0
"(411, 737)",0.0
"(477, 757)",0.0
"(107, 267)",0.0
"(750, 864)",0.0
"(505, 805)",1.0
"(193, 866)",0.0
"(135, 950)",0.0
"(500, 959)",0.0
"(450, 578)",0.0
"(418, 580)",0.0
"(746, 927)",0.0
"(440, 910)",1.0
"(512, 623)",0.0
"(217, 927)",0.0
"(300, 575)",0.0
"(727, 981)",0.0
"(118, 207)",1.0
"(382, 748)",0.0
"(75, 916)",0.0
"(536, 967)",0.0
"(433, 643)",1.0
"(714, 729)",1.0
"(111, 895)",0.0
"(50, 760)",0.0
"(793, 960)",0.0
"(563, 809)",1.0
"(482, 775)",0.0
"(497, 996)",0.0
"(787, 950)",0.0
"(99, 339)",0.0
"(181, 424)",0.0
"(498, 740)",0.0
"(441, 715)",0.0
"(306, 940)",0.0
"(232, 412)",1.0
"(500, 636)",0.0
"(64, 744)",0.0
"(492, 986)",0.0
"(194, 595)",0.0
"(554, 836)",0.0
"(28, 217)",0.0
"(254, 819)",0.0
"(564, 667)",0.0
"(233, 938)",0.0
"(206, 750)",0.0
"(579, 945)",0.0
"(431, 724)",0.0
"(671, 908)",0.0
"(91, 365)",0.0
"(331, 468)",0.0
"(364, 644)",0.0
"(175, 654)",0.0
"(394, 864)",0.0
"(737, 809)",0.0
"(217, 356)",0.0
"(566, 655)",0.0
"(151, 996)",0.0
"(29, 773)",0.0
"(225, 758)",0.0
"(674, 926)",0.0
"(181, 824)",0.0
"(59, 330)",0.0
"(41, 627)",0.0
"(36, 95)",0.0
"(346, 809)",0.0
"(414, 968)",0.0
"(805, 981)",0.0
"(273, 554)",0.0
"(534, 1001)",0.0
"(568, 637)",1.0
"(215, 800)",0.0
"(147, 767)",0.0
"(376, 920)",0.0
"(147, 927)",0.0
"(295, 608)",0.0
"(82, 578)",0.0
"(234, 723)",0.0
"(802, 871)",0.0
"(252, 885)",0.0
"(543, 548)",1.0
"(64, 881)",0.0
"(161, 299)",0.0
"(335, 543)",0.0
"(24, 198)",0.0
"(97, 500)",0.0
"(20, 238)",1.0
"(479, 709)",0.0
"(656, 714)",0.0
"(772, 963)",0.0
"(39, 565)",0.0
"(666, 901)",0.0
"(513, 630)",0.0
"(123, 325)",0.0
"(801, 900)",0.0
"(634, 863)",0.0
"(381, 402)",0.0
"(586, 835)",0.0
"(307, 760)",0.0
"(680, 743)",0.0
"(33, 741)",0.0
"(166, 816)",0.0
"(126, 502)",0.0
"(856, 894)",0.0
"(272, 787)",0.0
"(44, 115)",1.0
"(142, 936)",0.0
"(608, 807)",0.0
"(427, 1000)",0.0
"(158, 920)",0.0
"(189, 995)",0.0
"(696, 845)",0.0
"(460, 706)",0.0
"(601, 794)",0.0
"(296, 555)",0.0
"(17, 236)",1.0
"(237, 767)",0.0
"(142, 877)",0.0
"(278, 633)",0.0
"(232, 414)",0.0
"(324, 678)",0.0
"(308, 353)",0.0
"(854, 952)",0.0
"(143, 249)",1.0
"(185, 450)",0.0
"(37, 336)",0.0
"(630, 951)",0.0
"(224, 925)",0.0
"(753, 950)",0.0
"(525, 590)",0.0
"(178, 753)",0.0
"(231, 443)",0.0
"(103, 494)",1.0
"(146, 152)",1.0
"(203, 556)",1.0
"(458, 846)",0.0
"(463, 579)",0.0
"(863, 897)",0.0
"(52, 524)",0.0
"(239, 597)",0.0
"(26, 724)",0.0
"(345, 552)",0.0
"(495, 602)",0.0
"(270, 465)",0.0
"(803, 844)",0.0
"(272, 517)",0.0
"(68, 251)",0.0
"(279, 315)",0.0
"(128, 555)",0.0
"(353, 595)",0.0
"(801, 803)",1.0
"(197, 987)",0.0
"(118, 450)",0.0
"(193, 570)",0.0
"(288, 327)",0.0
"(261, 634)",0.0
"(617, 732)",0.0
"(468, 841)",0.0
"(38, 235)",0.0
"(302, 530)",0.0
"(300, 580)",0.0
"(136, 147)",0.0
"(471, 573)",0.0
"(16, 620)",0.0
"(118, 965)",0.0
"(381, 772)",0.0
"(206, 874)",1.0
"(79, 979)",0.0
"(455, 772)",0.0
"(314, 787)",0.0
"(50, 590)",0.0
"(282, 581)",1.0
"(37, 743)",0.0
"(129, 580)",0.0
"(325, 378)",0.0
"(559, 764)",0.0
"(571, 826)",1.0
"(93, 229)",1.0
"(56, 801)",0.0
"(58, 449)",0.0
"(653, 984)",0.0
"(307, 845)",0.0
"(90, 172)",0.0
"(312, 584)",0.0
"(18, 948)",0.0
"(19, 326)",1.0
"(794, 850)",0.0
"(23, 620)",0.0
"(593, 812)",0.0
"(75, 296)",0.0
"(692, 849)",0.0
"(323, 893)",0.0
"(188, 906)",0.0
"(305, 979)",0.0
"(775, 1001)",0.0
"(143, 556)",0.0
"(208, 600)",0.0
"(287, 365)",0.0
"(607, 905)",0.0
"(104, 310)",0.0
"(828, 922)",0.0
"(168, 247)",0.0
"(726, 751)",0.0
"(150, 983)",0.0
"(386, 485)",0.0
"(271, 735)",1.0
"(416, 892)",0.0
"(329, 841)",0.0
"(325, 503)",0.0
"(358, 365)",1.0
"(28, 414)",0.0
"(11, 440)",0.0
"(730, 931)",1.0
"(61, 800)",0.0
"(307, 378)",0.0
"(305, 874)",0.0
"(458, 986)",0.0
"(671, 836)",0.0
"(493, 850)",0.0
"(636, 699)",0.0
"(59, 260)",0.0
"(466, 545)",0.0
"(183, 428)",0.0
"(414, 786)",0.0
"(316, 925)",0.0
"(515, 950)",0.0
"(351, 895)",0.0
"(220, 916)",0.0
"(422, 548)",0.0
"(298, 409)",0.0
"(323, 596)",0.0
"(39, 793)",0.0
"(365, 609)",0.0
"(365, 621)",0.0
"(125, 972)",0.0
"(239, 993)",0.0
"(164, 660)",0.0
"(372, 508)",0.0
"(493, 1004)",0.0
"(375, 420)",1.0
"(597, 696)",0.0
"(5, 831)",0.0
"(37, 499)",0.0
"(292, 462)",0.0
"(617, 915)",0.0
"(259, 789)",0.0
"(9, 376)",0.0
"(56, 758)",0.0
"(314, 574)",0.0
"(388, 683)",0.0
"(278, 665)",0.0
"(170, 292)",0.0
"(432, 601)",0.0
"(84, 605)",0.0
"(40, 658)",0.0
"(190, 885)",0.0
"(647, 815)",0.0
"(225, 818)",0.0
"(173, 717)",0.0
"(60, 249)",0.0
"(238, 265)",0.0
"(401, 531)",1.0
"(571, 966)",0.0
"(812, 904)",0.0
"(33, 88)",0.0
"(29, 478)",0.0
"(86, 428)",0.0
"(98, 519)",0.0
"(40, 52)",0.0
"(384, 631)",0.0
"(401, 582)",0.0
"(573, 884)",0.0
"(59, 972)",0.0
"(789, 790)",1.0
"(467, 923)",0.0
"(359, 781)",0.0
"(441, 471)",0.0
"(759, 895)",0.0
"(233, 826)",0.0
"(442, 842)",0.0
"(719, 811)",0.0
"(347, 784)",0.0
"(427, 786)",0.0
"(708, 826)",0.0
"(390, 416)",0.0
"(574, 895)",1.0
"(313, 898)",0.0
"(444, 479)",0.0
"(20, 132)",1.0
"(43, 156)",0.0
"(343, 615)",1.0
"(636, 805)",0.0
"(515, 815)",1.0
"(366, 841)",0.0
"(279, 691)",0.0
"(363, 840)",0.0
"(304, 999)",0.0
"(41, 500)",0.0
"(497, 1003)",0.0
"(675, 797)",0.0
"(676, 708)",0.0
"(24, 777)",0.0
"(446, 901)",0.0
"(681, 797)",0.0
"(547, 729)",0.0
"(5, 736)",0.0
"(263, 630)",0.0
"(610, 685)",0.0
"(134, 721)",0.0
"(166, 690)",0.0
"(543, 976)",0.0
"(180, 463)",0.0
"(417, 631)",0.0
"(645, 817)",0.0
"(401, 630)",0.0
"(163, 423)",0.0
"(246, 450)",0.0
"(192, 310)",0.0
"(110, 430)",0.0
"(378, 948)",0.0
"(251, 533)",1.0
"(26, 913)",0.0
"(499, 677)",0.0
"(310, 443)",0.0
"(471, 735)",0.0
"(556, 609)",0.0
"(174, 566)",0.0
"(119, 341)",0.0
"(302, 1004)",0.0
"(697, 785)",0.0
"(464, 651)",0.0
"(442, 650)",0.0
"(501, 540)",0.0
"(5, 352)",0.0
"(824, 878)",0.0
"(196, 749)",0.0
"(721, 864)",0.0
"(420, 929)",0.0
"(499, 927)",0.0
"(248, 698)",0.0
"(410, 856)",0.0
"(217, 243)",0.0
"(526, 946)",0.0
"(437, 980)",0.0
"(79, 792)",0.0
"(40, 434)",1.0
"(40, 540)",0.0
"(124, 546)",1.0
"(478, 857)",0.0
"(75, 815)",0.0
"(164, 700)",0.0
"(292, 427)",0.0
"(171, 497)",0.0
"(286, 688)",0.0
"(275, 358)",0.0
"(316, 931)",0.0
"(755, 976)",0.0
"(286, 665)",1.0
"(387, 517)",0.0
"(197, 729)",0.0
"(77, 519)",0.0
"(163, 845)",0.0
"(756, 779)",0.0
"(164, 927)",0.0
"(485, 760)",0.0
"(199, 862)",0.0
"(540, 772)",0.0
"(704, 971)",0.0
"(275, 690)",0.0
"(171, 636)",0.0
"(78, 125)",0.0
"(509, 609)",0.0
"(317, 477)",0.0
"(428, 649)",0.0
"(423, 634)",0.0
"(331, 492)",0.0
"(183, 816)",0.0
"(947, 978)",0.0
"(594, 764)",0.0
"(256, 281)",1.0
"(824, 977)",0.0
"(440, 991)",0.0
"(634, 828)",0.0
"(55, 94)",0.0
"(726, 936)",0.0
"(516, 893)",0.0
"(37, 359)",0.0
"(163, 925)",0.0
"(21, 569)",0.0
"(47, 754)",0.0
"(85, 718)",0.0
"(75, 325)",0.0
"(659, 874)",0.0
"(472, 502)",0.0
"(548, 661)",0.0
"(149, 370)",0.0
"(79, 322)",0.0
"(419, 895)",0.0
"(670, 858)",0.0
"(472, 866)",0.0
"(49, 852)",0.0
"(19, 511)",0.0
"(489, 583)",0.0
"(375, 593)",0.0
"(511, 940)",0.0
"(194, 661)",0.0
"(116, 863)",0.0
"(163, 996)",0.0
"(59, 974)",0.0
"(44, 220)",1.0
"(254, 812)",1.0
"(220, 481)",0.0
"(290, 517)",0.0
"(732, 801)",0.0
"(29, 657)",0.0
"(824, 998)",0.0
"(409, 862)",0.0
"(517, 656)",0.0
"(439, 457)",0.0
"(483, 916)",0.0
"(133, 713)",0.0
"(90, 556)",0.0
"(287, 487)",0.0
"(179, 227)",0.0
"(364, 627)",0.0
"(394, 931)",0.0
"(284, 517)",0.0
"(116, 330)",1.0
"(434, 790)",0.0
"(19, 968)",0.0
"(926, 968)",0.0
"(109, 769)",0.0
"(767, 965)",0.0
"(629, 937)",0.0
"(121, 198)",1.0
"(471, 492)",0.0
"(427, 920)",0.0
"(770, 803)",0.0
"(565, 787)",0.0
"(57, 543)",0.0
"(592, 635)",0.0
"(477, 772)",0.0
"(468, 493)",0.0
"(466, 969)",0.0
"(4, 315)",0.0
"(45, 349)",0.0
"(401, 964)",1.0
"(733, 949)",0.0
"(168, 528)",0.0
"(621, 827)",0.0
"(29, 337)",1.0
"(28, 104)",0.0
"(637, 705)",0.0
"(663, 944)",0.0
"(475, 799)",0.0
"(618, 824)",0.0
"(101, 757)",0.0
"(82, 273)",0.0
"(520, 925)",0.0
"(169, 552)",1.0
"(324, 511)",0.0
"(164, 233)",0.0
"(293, 671)",0.0
"(464, 974)",1.0
"(295, 439)",0.0
"(197, 423)",0.0
"(566, 967)",0.0
"(326, 919)",0.0
"(334, 706)",0.0
"(18, 727)",0.0
"(311, 400)",0.0
"(220, 498)",0.0
"(389, 479)",0.0
"(101, 678)",0.0
"(300, 787)",0.0
"(734, 977)",0.0
"(142, 752)",0.0
"(811, 882)",0.0
"(778, 928)",0.0
"(49, 243)",0.0
"(616, 629)",0.0
"(73, 730)",0.0
"(110, 420)",0.0
"(22, 785)",0.0
"(782, 799)",0.0
"(460, 587)",0.0
"(418, 971)",1.0
"(12, 563)",0.0
"(52, 642)",0.0
"(35, 410)",1.0
"(370, 961)",0.0
"(145, 282)",1.0
"(231, 476)",0.0
"(726, 875)",0.0
"(153, 507)",0.0
"(81, 457)",0.0
"(821, 848)",0.0
"(77, 257)",0.0
"(282, 553)",0.0
"(195, 289)",0.0
"(365, 734)",0.0
"(760, 980)",0.0
"(80, 690)",0.0
"(47, 384)",0.0
"(94, 647)",0.0
"(202, 777)",0.0
"(144, 829)",0.0
"(171, 661)",0.0
"(385, 565)",0.0
"(129, 761)",0.0
"(176, 304)",0.0
"(1, 243)",0.0
"(50, 691)",0.0
"(98, 538)",0.0
"(57, 499)",0.0
"(326, 803)",0.0
"(405, 713)",0.0
"(608, 835)",0.0
"(661, 805)",0.0
"(574, 960)",0.0
"(607, 854)",0.0
"(628, 813)",0.0
"(564, 612)",0.0
"(69, 841)",0.0
"(44, 728)",0.0
"(632, 709)",0.0
"(108, 277)",0.0
"(570, 765)",0.0
"(531, 567)",0.0
"(334, 414)",0.0
"(238, 844)",0.0
"(495, 801)",0.0
"(402, 607)",0.0
"(532, 737)",0.0
"(340, 444)",0.0
"(232, 410)",0.0
"(27, 593)",0.0
"(118, 249)",1.0
"(684, 862)",0.0
"(159, 502)",0.0
"(384, 873)",0.0
"(587, 924)",0.0
"(619, 644)",0.0
"(407, 977)",0.0
"(379, 759)",0.0
"(20, 888)",0.0
"(168, 626)",0.0
"(275, 569)",0.0
"(126, 664)",0.0
"(98, 800)",0.0
"(169, 849)",0.0
"(592, 960)",0.0
"(32, 965)",0.0
"(266, 816)",0.0
"(301, 439)",0.0
"(327, 342)",0.0
"(165, 472)",0.0
"(558, 833)",0.0
"(102, 222)",0.0
"(919, 962)",0.0
"(93, 984)",0.0
"(221, 516)",0.0
"(569, 984)",0.0
"(263, 767)",0.0
"(3, 266)",0.0
"(859, 860)",0.0
"(659, 927)",0.0
"(74, 469)",0.0
"(518, 536)",0.0
"(22, 432)",0.0
"(154, 526)",0.0
"(327, 616)",0.0
"(32, 456)",0.0
"(624, 672)",0.0
"(76, 872)",0.0
"(366, 807)",0.0
"(618, 896)",0.0
"(144, 834)",0.0
"(8, 955)",0.0
"(420, 559)",0.0
"(912, 914)",0.0
"(318, 339)",1.0
"(471, 817)",0.0
"(367, 442)",1.0
"(308, 878)",0.0
"(851, 897)",0.0
"(366, 541)",0.0
"(84, 429)",1.0
"(856, 904)",0.0
"(53, 348)",0.0
"(330, 571)",0.0
"(202, 985)",0.0
"(310, 942)",0.0
"(188, 939)",0.0
"(665, 957)",0.0
"(422, 437)",0.0
"(228, 256)",1.0
"(257, 304)",0.0
"(705, 946)",0.0
"(116, 782)",0.0
"(646, 903)",0.0
"(555, 845)",0.0
"(154, 415)",0.0
"(101, 362)",0.0
"(536, 594)",0.0
"(405, 722)",0.0
"(217, 687)",1.0
"(406, 841)",0.0
"(289, 772)",0.0
"(62, 791)",0.0
"(331, 906)",0.0
"(125, 775)",0.0
"(96, 908)",0.0
"(455, 619)",0.0
"(264, 320)",0.0
"(545, 835)",0.0
"(945, 959)",0.0
"(778, 825)",0.0
"(449, 617)",0.0
"(94, 437)",0.0
"(658, 693)",0.0
"(265, 543)",0.0
"(588, 648)",0.0
"(356, 892)",0.0
"(96, 702)",0.0
"(700, 991)",0.0
"(662, 961)",0.0
"(79, 860)",0.0
"(337, 920)",0.0
"(245, 756)",0.0
"(556, 826)",0.0
"(461, 938)",0.0
"(88, 841)",0.0
"(0, 185)",0.0
"(729, 875)",0.0
"(567, 730)",0.0
"(109, 837)",0.0
"(102, 422)",0.0
"(194, 847)",0.0
"(101, 446)",0.0
"(287, 709)",0.0
"(454, 608)",0.0
"(227, 868)",0.0
"(139, 781)",0.0
"(20, 947)",0.0
"(36, 466)",0.0
"(314, 698)",0.0
"(271, 874)",0.0
"(162, 568)",0.0
"(479, 747)",0.0
"(13, 42)",1.0
"(558, 732)",0.0
"(314, 757)",0.0
"(301, 868)",0.0
"(359, 825)",0.0
"(8, 70)",0.0
"(415, 809)",0.0
"(474, 847)",0.0
"(222, 258)",1.0
"(309, 818)",0.0
"(269, 309)",0.0
"(509, 566)",0.0
"(433, 746)",0.0
"(118, 781)",0.0
"(44, 716)",0.0
"(226, 909)",0.0
"(427, 672)",0.0
"(396, 789)",0.0
"(728, 808)",0.0
"(208, 322)",0.0
"(291, 471)",0.0
"(295, 714)",0.0
"(411, 584)",0.0
"(420, 754)",0.0
"(65, 781)",0.0
"(765, 960)",0.0
"(662, 688)",0.0
"(153, 803)",0.0
"(456, 688)",0.0
"(390, 412)",0.0
"(30, 181)",0.0
"(354, 387)",0.0
"(1, 279)",0.0
"(57, 92)",0.0
"(172, 194)",0.0
"(71, 277)",0.0
"(756, 975)",0.0
"(157, 642)",0.0
"(464, 876)",0.0
"(331, 779)",0.0
"(207, 230)",1.0
"(273, 373)",0.0
"(197, 237)",0.0
"(145, 286)",1.0
"(729, 790)",0.0
"(134, 317)",0.0
"(733, 745)",0.0
"(648, 780)",0.0
"(499, 862)",0.0
"(140, 193)",0.0
"(333, 902)",0.0
"(166, 903)",0.0
"(455, 614)",0.0
"(799, 1001)",0.0
"(270, 684)",0.0
"(524, 720)",0.0
"(156, 981)",0.0
"(7, 456)",0.0
"(646, 689)",0.0
"(101, 690)",0.0
"(78, 706)",0.0
"(55, 619)",1.0
"(99, 797)",0.0
"(14, 799)",0.0
"(371, 638)",0.0
"(882, 928)",0.0
"(206, 579)",0.0
"(38, 924)",0.0
"(620, 886)",0.0
"(893, 932)",0.0
"(229, 786)",0.0
"(199, 219)",0.0
"(118, 908)",0.0
"(407, 694)",0.0
"(621, 879)",0.0
"(506, 710)",0.0
"(256, 757)",0.0
"(709, 824)",0.0
"(525, 595)",0.0
"(44, 248)",0.0
"(108, 174)",0.0
"(157, 906)",0.0
"(917, 980)",0.0
"(198, 449)",0.0
"(102, 268)",0.0
"(830, 870)",0.0
"(459, 708)",0.0
"(5, 461)",0.0
"(543, 975)",0.0
"(173, 661)",0.0
"(240, 939)",0.0
"(211, 346)",0.0
"(263, 456)",0.0
"(70, 843)",0.0
"(564, 833)",0.0
"(60, 497)",0.0
"(658, 922)",0.0
"(49, 605)",0.0
"(114, 343)",1.0
"(219, 734)",0.0
"(668, 892)",0.0
"(28, 184)",1.0
"(171, 926)",0.0
"(28, 243)",0.0
"(354, 711)",0.0
"(43, 214)",1.0
"(572, 835)",0.0
"(529, 566)",1.0
"(90, 231)",0.0
"(43, 955)",0.0
"(179, 476)",0.0
"(22, 41)",0.0
"(145, 654)",1.0
"(782, 954)",0.0
"(420, 908)",1.0
"(261, 280)",1.0
"(22, 71)",0.0
"(176, 456)",0.0
"(406, 857)",0.0
"(189, 861)",0.0
"(86, 588)",0.0
"(504, 754)",1.0
"(460, 674)",0.0
"(269, 801)",0.0
"(152, 972)",0.0
"(605, 647)",0.0
"(386, 488)",0.0
"(735, 996)",0.0
"(223, 798)",0.0
"(620, 983)",0.0
"(439, 969)",0.0
"(691, 919)",0.0
"(670, 811)",0.0
"(260, 351)",0.0
"(396, 839)",0.0
"(726, 912)",0.0
"(332, 828)",0.0
"(67, 165)",0.0
"(851, 868)",0.0
"(412, 461)",0.0
"(82, 257)",1.0
"(62, 667)",1.0
"(1, 861)",0.0
"(457, 794)",0.0
"(422, 804)",0.0
"(512, 546)",0.0
"(748, 928)",0.0
"(125, 797)",0.0
"(397, 847)",0.0
"(267, 558)",1.0
"(317, 966)",0.0
"(41, 551)",0.0
"(273, 337)",0.0
"(798, 808)",0.0
"(233, 263)",0.0
"(621, 662)",0.0
"(198, 501)",0.0
"(569, 799)",0.0
"(726, 767)",0.0
"(556, 753)",1.0
"(78, 186)",0.0
"(262, 856)",0.0
"(215, 891)",0.0
"(377, 419)",1.0
"(121, 732)",0.0
"(78, 896)",0.0
"(165, 622)",0.0
"(394, 961)",0.0
"(686, 693)",0.0
"(386, 465)",0.0
"(495, 640)",0.0
"(738, 780)",0.0
"(230, 361)",0.0
"(792, 962)",0.0
"(105, 916)",0.0
"(75, 642)",0.0
"(151, 778)",0.0
"(529, 647)",0.0
"(7, 598)",0.0
"(551, 604)",0.0
"(260, 842)",0.0
"(422, 478)",0.0
"(777, 998)",0.0
"(280, 302)",0.0
"(217, 351)",0.0
"(20, 147)",1.0
"(111, 273)",0.0
"(240, 332)",0.0
"(88, 402)",0.0
"(202, 687)",0.0
"(351, 566)",0.0
"(71, 205)",0.0
"(513, 817)",0.0
"(610, 777)",0.0
"(437, 691)",0.0
"(483, 932)",0.0
"(148, 170)",0.0
"(622, 902)",0.0
"(800, 821)",0.0
"(552, 755)",0.0
"(790, 972)",0.0
"(633, 645)",0.0
"(382, 876)",0.0
"(349, 431)",0.0
"(459, 950)",0.0
"(50, 314)",0.0
"(202, 755)",0.0
"(9, 669)",0.0
"(33, 329)",0.0
"(311, 976)",0.0
"(425, 600)",1.0
"(576, 1002)",0.0
"(140, 789)",0.0
"(727, 946)",0.0
"(199, 996)",0.0
"(664, 958)",0.0
"(29, 621)",0.0
"(15, 1000)",0.0
"(169, 797)",0.0
"(478, 620)",0.0
"(248, 334)",0.0
"(395, 863)",0.0
"(400, 808)",0.0
"(819, 862)",0.0
"(157, 433)",1.0
"(537, 573)",0.0
"(26, 256)",0.0
"(764, 883)",0.0
"(615, 775)",0.0
"(794, 838)",0.0
"(196, 322)",0.0
"(246, 660)",0.0
"(594, 726)",0.0
"(150, 251)",0.0
"(273, 536)",0.0
"(17, 227)",1.0
"(294, 613)",0.0
"(305, 891)",0.0
"(293, 507)",0.0
"(464, 737)",0.0
"(736, 777)",0.0
"(633, 804)",0.0
"(376, 441)",0.0
"(306, 794)",0.0
"(150, 1002)",0.0
"(88, 240)",0.0
"(34, 527)",0.0
"(257, 883)",0.0
"(626, 975)",0.0
"(311, 667)",0.0
"(303, 1004)",0.0
"(264, 803)",0.0
"(631, 992)",0.0
"(583, 856)",0.0
"(100, 947)",0.0
"(385, 530)",0.0
"(125, 761)",0.0
"(263, 903)",0.0
"(112, 996)",0.0
"(221, 655)",0.0
"(522, 910)",0.0
